id,created,user_id,records,reason,img,superuser,group,is_ta,kind
24,2022-08-30 20:53:13.808041,88,,"This feature fits with the aspect of mnemonic. The pictures that I have on my desk are a reminder of who I am and who are the people in my life that are important to me. This ""memory wall"" keeps me grounded and makes me feel connected to my friends.",img/IMG_8863.JPG,0,212,0,homeyness
25,2022-08-30 20:56:31.940253,60,,The aesthetic of the furniture highlight the homey feel with a wooden desk and slightly worn desk chair. Also mnemonic components are included with images of my pets. Finally I think the candle adds an element of embrace with warmth and a nice scent.,img/IMG_6668.jpeg,0,201,0,homeyness
26,2022-08-30 21:19:30.959549,89,,"This picture captures two lei hanging on either side of a sign w/ the Hawaiian flag and the word ""home."" These were items that I brought w/ me from home, which hold sentimental value to me as mnemonics that add to aesthetics which remind me of my culture.",img/IMG_7426.jpg,0,212,0,homeyness
27,2022-08-30 21:34:05.460431,92,,"There is a fridge, a coffee machine, cleaning supplies, utensils, and food baskets. The rack is like a mini kitchen in our dorm, which increases homeyness for us. I think it is engaging because it allows us to have a sense of our home's kitchen.",img/Screen_Shot_2022-08-30_at_9.30.08_PM.png,0,220,0,homeyness
28,2022-08-30 21:42:37.472041,94,,My desk features several homeyness aspects discussed in class. The photos are mnemonic and showcase memories and people that I care about. The teddy bear is engaging and embracing because it is a decoration that makes people feel welcome and invited.,img/8261FC1A-F375-43FC-89F2-7E8666C156FC.jpeg,0,216,0,homeyness
29,2022-08-30 22:16:30.992569,70,,"The fireplace in my room, although it is electric powered, and not a traditional fireplace still offers an embracing design element. Homeyness is increased in my room as a result.",img/IMG_7430.JPG,0,203,0,homeyness
31,2022-08-30 22:37:27.886692,63,,The figure above is a mnemonic that reminds me of my mom's similar images on the shelves around my home. It potrays to others the religion I grew up in and it brings color and contrast to the white walls of my dorm room.,img/IMG_2843.JPG,0,207,0,homeyness
32,2022-08-30 22:37:40.045977,67,,I have a doll that my mom bought me from Guatemala and it reminds me of my traditions and the days when I was growing up. I have not been to Guatemala for a long time and having the doll is mnemic of where I come from and my love for my family.,img/IMG_2845.jpeg,0,220,0,homeyness
33,2022-08-30 22:51:58.028692,93,,"A feature of my dorm room is a clay hamsa from Isreal. It fits with the religious aspect of homeyness, similar to the example of a mezuzah from class. The hamsa symbolizes protection as a mezuzah symbolizes God's presence and faith.",img/hamsa.jpg,0,212,0,homeyness
34,2022-08-30 23:01:22.676481,97,,The pictures framed on my wall represents the aesthetic and mnemonic aspects of homeyness. The pictures represents my interests in art and photography. The decor brings a sense of happiness and coziness to me thus increasing the homeyness of my room.,img/EEFE3A00-6380-425F-BD70-EB4DFBB690C1.jpeg,0,207,0,homeyness
40,2022-08-30 23:46:00.984574,101,,"The lighting in my bedroom is similar to the lighting in my home porch, giving this space a feeling of homeyness. Many spaces in the area I live in (residential, shopping areas, etc) also have similar lighting which remind me of my town.",img/image.jpg,0,220,0,homeyness
42,2022-08-31 11:21:47.309261,95,,My photo wall display fits the mnemonic property as these photos recall achievements and personal/family connections. One of the photos shows me and my teammates participating in a HS state track meet and others remind of fond memories I have with family.,img/photoofwall.jpeg,0,204,0,homeyness
43,2022-08-31 11:33:03.073855,102,,In an Indian household there is usually the presence of peculiar type of cutlery in the kitchen that is used by the entire family and that set is an instant reminder of home . This particularly falls under how culture influences homeyness.,img/A86D7D41-DD0B-475D-BB63-A55C6E891881.webp,0,220,0,homeyness
44,2022-08-31 12:01:53.965773,99,,This reading nook is a homey interior detail that embraces diminutive and embracing property. The cozy characterization and the smallness of the nook invite me to this space to wind down. My choice of wood and color palette also increases its homeyness.,img/abf9f22d-0578-49fa-910b-d57cda42f4ef.JPG,0,202,0,homeyness
45,2022-08-31 13:33:07.831719,65,,This collage in my dorm fits the mnemonic aspect of homeyness. I love making collages with friends and have a lot of great memories of making them. I think that this collage is a good representation of my interests.,img/IMG_0948.jpg,0,220,0,homeyness
46,2022-08-31 14:58:06.271074,110,,"The plants on my coffee table fit the aesthetic and mnemonic aspects of homeyness. Aesthetically, the wooden table and greenery appear more ""natural"" than more modern styles of furnishing. Mnemonically, the plants remind me of my family garden back home.",img/homeyness.jpeg,0,217,0,homeyness
47,2022-08-31 15:25:47.633592,84,,"My jelly cat bunny is mnemonic, because my mom bought me this, so it holds a special meaning to me. Moreover, it also adds to the variability of the room, since it is probably not seen in most people's room.",img/39FB2902-FCE3-4964-B58B-40E4ADA4DB39.jpeg,0,216,0,homeyness
48,2022-08-31 15:34:32.480607,86,,"The feature of the living space I selected was my plant ladder. This feature certainly fits with one or more aspects of homeyness covered in class, as there is a large variety in plant and pot shape, color, stature, and texture - among other reasons.",img/IMG_38FA00F19EFF-1.jpeg,0,201,0,homeyness
49,2022-08-31 16:24:46.637400,106,,"This poster fits most with aesthetic and mnemonic aspects of homeyness. It's mainly there to fill up space with something that is pleasing to look at, and it is also my own art, so it has memory attached to it.",img/20220831_161101.jpg,0,209,0,homeyness
50,2022-08-31 16:29:51.658055,115,,"This plant fits with aesthetic, which was one of the aspects covered in class. It is one of the plants in my room and I find that having them helps it to look more cheerful and welcoming.",img/Screen_Shot_2022-08-31_at_4.23.14_PM.png,0,201,0,homeyness
51,2022-08-31 16:49:27.853567,113,,This is a toy bear that has already accompanied me for 10 Years. This toy bear slept with me every night and I brought it from China. It is an object that fits the mnemonic aspect of Homeyness. It makes me feel comfortable and get a sense of security even,img/801661978594_.pic.jpg,0,219,0,homeyness
52,2022-08-31 17:23:30.210702,117,,"Having pictures of trips with my family and friends on my wall contribute to the homeyness of my room in the Netherlands. I think it is related to Mnemonic Property (McCracken, 1989), as the pictures carry an historical character of the places I visited.",img/7D55E37B-90AF-419F-8997-45BE8E4406C6.jpeg,0,217,0,homeyness
53,2022-08-31 17:25:08.887402,53,,"A picture of a wall in my home in Shanghai. 1 are pictures of mum and dad, 2 are my paintings, 3 is a course schedule of my sister, 4 are traditional handicrafts made by my grandparents. This provides ¡°homeyness¡± to me in mnemonic and culture aspects.",img/83CAC969-9D15-4BAA-8739-A6A4F69D79A6.jpeg,0,217,0,homeyness
54,2022-08-31 17:46:51.461651,118,,I have hung up pictures of friends and family from home in my dorm. These pictures contribute to homeyness by serving as mnemonics that help me remember and connect to my loved ones while I am away at Cornell.,img/IMG_1647.jpg,0,201,0,homeyness
55,2022-08-31 18:29:28.844356,120,,"This picture of my room shows mnemonic, engaging, and aesthetic aspects. I have wall decor that comes from my grandma's house and is specific to my interest in plants (mnemonic). I have a reading pillow on my chair (engaging) + greenery (aesthetic).",img/IMG_6101.JPG,0,206,0,homeyness
56,2022-08-31 19:28:59.747281,107,,"This hat hanging on my wall gives more of a mnemonic feeling of homeyness, as it is one of the hats that I wore quite often at home. Also, I enjoy having my room full of convenient objects that I can grab at a moment's notice.",img/homey.png,0,215,0,homeyness
57,2022-08-31 20:09:49.183126,122,,"In my new house, my bed is built into the wall with a little lantern hanging above my head. It shows how a diminutive space affects homeyness. By the bed being enclosed into the walls, it makes the area feel smaller, cozier, and more welcoming.",img/64435598947__3BDE6A7C-5C00-4CC3-A2FD-FED96218E030.JPG,0,204,0,homeyness
59,2022-08-31 20:25:29.721011,121,,My planted tanks contribute to the latent functions of my room; they help define my space in a shared house.,img/IMG_9525.jpeg,0,215,0,homeyness
60,2022-08-31 20:31:52.702086,125,,"This feature does fit with a homeyness aspect. The aspect of aesthetic homeyness. The reason that is is because this neon broncos sign was my dads. Also we are huge broncos fans as I am from Colorado, so every time I see this sign it reminds me.",img/328016B1-9EB7-45FD-89C6-6D5C3B0D7F38.jpeg,0,203,0,homeyness
61,2022-08-31 21:08:26.208666,128,,"In my dorm room, I set up this little nook for me to feel more at home in my room. This appeals to the diminutive design aspect of homeyness because the area is a small corner and the little lights make it feel more cozy and closed in.",img/homeyness_pic.jpg,0,206,0,homeyness
62,2022-08-31 21:24:45.974246,126,,"Although it seems unconventional, my idea of homeyness revolves around my childhood stuffed animal. I believe that it has a latent function since it¡¯s highly symbolic. It feels incredibly homey because I grew up knowing that it gave me a sense of comfort.",img/IMG_9847.jpg,0,215,0,homeyness
64,2022-08-31 21:59:46.339499,130,,"These plush toys fit the gender aspect of homeyness covered in class. As a girl, I love cute stuff. I love to be surrounded by these soft and cuddly toys and their accompaniment when sleeping. I think having these toys beside me is a girlish feature.",img/IMG_4281.JPG,0,215,0,homeyness
65,2022-08-31 21:59:58.970445,130,,"These plush toys fit the gender aspect of homeyness covered in class. As a girl, I love cute stuff. I love to be surrounded by these soft and cuddly toys and their accompaniment when sleeping. I think having these toys beside me is a girlish feature.",img/IMG_4281.JPG,0,215,0,homeyness
66,2022-08-31 22:37:47.873433,135,,"This blanket is a feature that fits into the mnemonic category discussed in class. As something that my parents gave to me before college, it is a constant reminder of my parents and everything they've done for me. It also reduces my homesickness.",img/IMG_5876.JPG,0,220,0,homeyness
67,2022-08-31 22:46:16.658068,133,,"My room fits two aspects of homeyness: aesthetic and objects. In terms of aesthetic, there's a lot of green and flowers/plants which creates a nice 'nature' aesthetic. For objects, the photos hung on the wall of my home life make it feel more homey!",img/IMG_6886.jpg,0,219,0,homeyness
68,2022-08-31 22:48:53.611272,136,,"I chose two desk decorations- a Sonny Angel doll and a miniature dog vase that I made. These add to the homeyness of my room by adding a mnemonic element to it, as it helps describe who I am through what I enjoy: making things, plants, and cute things.",img/IMG_1018.JPG,0,202,0,homeyness
69,2022-08-31 23:04:33.707026,134,,The pictures on my wall are a cozy mnemonic for my home in California and they reflect my love for the outdoors. The wooden frames and plants add warmth to my dorm room by creating a natural feel.,img/IMG_1309.jpeg,0,212,0,homeyness
70,2022-08-31 23:19:29.312412,140,,The way the couch fits into the corner as well as having a coffee table and other chairs facing each other gives the room a center/heart and a feeling that this is a place to come together. This place is also homey due to the variable colors and textures.,img/IMG_1393.jpg,0,202,0,homeyness
71,2022-08-31 23:20:58.229838,141,,The pink long pillow relates to some of the design elements in homeyness such as diminutive and aesthetic because it makes my bed feel smaller and adds to the shape and color patterns of my room.,img/pink_side_pillow.jpg,0,204,0,homeyness
72,2022-09-01 01:16:02.478113,144,,"The Bonsai and the Succulent represent how design elements are an important part of homeyness. They provide a natural aesthetic to the room, making it feel closer to nature. The succulent is also variable and constantly changing.",img/1st_Post.jpg,0,209,0,homeyness
73,2022-09-01 08:25:46.212517,145,,"The lights effuse a warmth on an otherwise plain space and along with the pile of soft bedding, create a sense of coziness. The simplicity is an aesthetic, as well as the variety of textures and colors in the bedding.",img/IMG_7541.JPG,0,207,0,homeyness
74,2022-09-01 08:53:44.971995,103,,"This picture shows the variable aspect of homeyness. I made all my storage items in my dorm gray, and all my clothes and backpacks are black. They significantly suggest who I am and my closet looks different from any other person's.",img/IMG_0412.JPG,0,216,0,homeyness
75,2022-09-01 09:41:31.494566,127,,This painting I have in my dorm room fits into mnemonic and embracing design elements. It is mnemonic because my friend painted it and used it have it up in his room and gave it to me when I was leaving. It is embracing because it is pretty/decoration.,img/11F16B09-EAFA-4DFE-823D-BC3F34DEEB45.jpeg,0,201,0,homeyness
76,2022-09-01 10:47:51.000590,149,,"This living room table provides me with a feeling of homeyness. It displays a unique variability as it has been painted by myself and friends. This table acts as a mnemonic to my identity as an artist and reminds me of my family, who are also artists.",img/Screen_Shot_2022-09-01_at_10.46.08_AM.png,0,206,0,homeyness
77,2022-09-01 10:50:29.708985,150,,"This picture reflects the aspect of variable because there are differences in shapes. I have boxes and picture frames which have corners, whereas my dreamcatcher is round. Additionally, the cool colors of blue and green reflect the aspect of aesthetic.",img/Screen_Shot_2022-09-01_at_10.34.40_AM.png,0,217,0,homeyness
78,2022-09-01 10:51:56.614640,151,,"To me, this ""breakfast nook"" corner of my room feels very homey ¡ª It is a small area, so I find it to be diminutive as well as engaging. It invites me in and definitely makes me feel relaxed more than any other spot in my room.",img/IMG_4222.jpeg,0,219,0,homeyness
79,2022-09-01 11:14:45.625615,152,,"I think this collage would fall into the ""variable"" aspect of homeyness. There is a lot of variety in color and size within this collage which represents different aspects of my life through photos and drawings I've acquired from various places.",img/IMG_29D0CA236B3E-1.jpeg,0,212,0,homeyness
80,2022-09-01 11:38:50.619537,55,,These polaroids I keep on my desk increase homeyness for me. It fits the mnemonic aspect of homeyness as it reminds of me of memories with my friends and gives me comfort and a sense of security.,img/IMG_6807.JPG,0,215,0,homeyness
81,2022-09-01 11:43:16.137424,155,,"This picture captures an aspect of homeyness, which is what makes a home comfortable for you. The couch was a very important aspect of my room to making it comfortable and welcoming for me, it was where I ate meals, studied and relaxed.",img/67606535004__1651861B-E2AC-4546-B237-0F3AF7442108.JPG,0,217,0,homeyness
82,2022-09-01 11:58:29.938550,156,,My prayer mat is an aspect of homeyness in my current residence. My prayer mat fits with the religious aspect of homeyness as I use it to pray 5 times a day. The importance of my prayer mat is that it provides a clean space for me to pray.,img/IMG_0641.jpeg,0,220,0,homeyness
83,2022-09-01 12:26:07.806021,159,,"These photos and postcards are a collection of sentimental memories that remind me of friends and family that I brought to my dorm room. Mnemonic features or decorations in a home can increase homeyness, and make a space more comforting.",img/IMG-6014.jpg,0,209,0,homeyness
84,2022-09-01 12:55:25.788962,73,,"This wall above the island in my kitchen makes my apartment feel ""homey."" The old ""Happy Birthday"" sign, pictures, and lights -- all just for decoration, none have a functional purpose -- make the space feel lived in and real.",img/Screen_Shot_2022-09-01_at_12.46.42_PM.png,0,216,0,homeyness
85,2022-09-01 13:07:41.863498,143,,"To make my dorm feel more homey, I put up pictures by my bed. This collage (also variable in size/color) is a mnemonic way to show/remind myself of my home in NYC (old MetroCards and friends), and help me transition my new environment (Cornell stickers).",img/DEA_1500_DISC_1_-_Ella_Yellin.JPG,0,208,0,homeyness
86,2022-09-01 13:50:58.292692,167,,"One aspect of my dorm room that creates a sense of homeyness is the pictures on the wall.  I made 3 collages that include pictures of my friends, family, and my boyfriend. The canvases act as an aesthetic design that connects me to my loved ones.",img/IMG_0216.jpeg,0,212,0,homeyness
87,2022-09-01 14:06:57.382724,169,,"This definitely fits in with aspects we discussed in class such as having items that reminded you of home. In this case, you can see a Canadian flag, a Canucks Scarf, and some ivy decor hanging in my room, making my room feel more homey and cozy.",img/IMG_3346.jpeg,0,216,0,homeyness
89,2022-09-01 14:32:17.530055,173,,"The windows in this room increase the sense of homeyness for me. The orientation of these windows allow for the sun rays of a sunset to seep through, creating a warm setting. Also, the design of the windows provide a cozy feel, as if I lived in a cottage.",img/EF9DBE18-0692-4463-A25F-9E3159D117B4.jpg,0,207,0,homeyness
90,2022-09-01 14:49:09.966622,162,,"In my apartment in Ithaca, the large window next to my bed provides a sense of homeyness, as well as the lights and the pillows on the bed. On the window, there are objects that remind me of my family and provides a personally welcoming feeling.",img/Screen_Shot_2022-09-01_at_2.44.32_PM.png,0,202,0,homeyness
91,2022-09-01 14:56:14.781609,175,,"A physical feature of my own living space that increases homeyness for me would be curtains, as seen on the image. I think they just break up the space, filter light, and create a more embracing and even aesthetic environment.",img/IMG-20220830-WA0000.jpg,0,209,0,homeyness
92,2022-09-01 14:57:59.008473,174,,"In my room, I have a wall of handwritten notes that have been given to my by family and friends throughout my time in college. This contributes to the mnemonic aspect of homeyness because they comfort me by reminding me that I am cared for.",img/9554D6C7-AA3E-4162-99F7-375ABCC6C22E.jpeg,0,204,0,homeyness
93,2022-09-01 15:10:47.039956,72,,"These plants enhance the aesthetic aspect of my dorm room's homeyness and make it feel less institutional to me. The plant on the left also has mnemonic value because it was a gift I received when I moved in last fall, so it reminds me of the gift giver.",img/IMG_3381.JPG,0,204,0,homeyness
94,2022-09-01 15:12:09.197463,91,,This is my Colorado flag and it makes my dorm feel more homey because I¡¯m proud to be from Colorado and it reminds me of that although in class we talked about an experiment that said different.,img/C132E7B0-AB67-44F1-8304-1849B768730C.jpeg,0,217,0,homeyness
95,2022-09-01 15:27:20.038044,178,,I have pictures of my boyfriend and best friends on my shelf. This feature of my room fits with the mnemonic aspect of homeyness. It tells people about my relationships at home. These pictures come with a story from the day they were taken.,img/9245DEBE-B1D3-4A44-8492-C3097A953968.jpeg,0,208,0,homeyness
96,2022-09-01 15:39:34.940645,181,,The characteristics which make my room ¡°homy¡± creates an intimate relationship between all the objects which exist in the space. These objects are all correlated as a mnemonic collection of elements that remind me of my own personal interests. Organic col,img/room.jpg,0,204,0,homeyness
98,2022-09-01 15:53:28.946651,185,,I think that my wall decorations are a good example of Mnemonic and Aesthetic Homeyness. The different movies and retro pictures show a big part of my personality and they things I am interested in.,img/image.jpg,0,207,0,homeyness
99,2022-09-01 16:02:03.217800,183,,"I chose my desk, which fits the variability and distinct aspects of homeyness, namely found in my: art marker set, Percy Jackson books, posters, Nintendo Switch, lightsabers, and desk lamp. These make my room unique and represent my interests concisely.",img/homeyness.jpg,0,220,0,homeyness
100,2022-09-01 16:17:36.221571,108,,"Yes, the provided image contains mnemonic and color. The poster and the clothes that are displayed all have unique memories and personal history associated to them. In addition, the vibrant colors add homeyness in contrast to the dull color of the wall.",img/IMG_9554.jpg,0,201,0,homeyness
104,2022-09-01 17:14:24.374258,196,,"Mnemonic is the main factor in my room. I brought some photo's, postcards and posters from home with me to decorate my walls. Aesthetic is another factor, increasing the homeyness. I chose these bedsheets because of the colors and patterns.",img/IMG-3743.jpg,0,207,0,homeyness
106,2022-09-01 17:30:26.649152,163,,"I chose this photo because with the lighting and the cozy nook, it reminded me of the diminutive and aesthetic design elements. I also have some polaroids hanging up of friends from school which are new memories. Geenery, natural texture, window panes.",img/FB01EC75-4484-418C-922E-960E3B1E65F8.jpeg,0,212,0,homeyness
109,2022-09-01 17:46:28.645525,194,,"This poster of the artist group L'Imperatrice represents a mnemonic aspect of homeyness to me. It is a marker that indicates one my main interests, which is music, and I feel comfortable and at home when I see it.",img/IMG_0257.jpg,0,212,0,homeyness
110,2022-09-01 17:49:25.949259,202,,"This area of my dorm features mnemonic and aesthetic characteristics of homeyness. It brings me memories of my last year before I left for college, containing a key chain gift, a clay replica of my girlfriend, prom photos and also a photo of my dog.",img/IMG-5398.jpg,0,219,0,homeyness
111,2022-09-01 17:52:56.575448,201,,The aspects that I think this photo best fits with are a heart/center of the house and mnemonics. It is the heart of the house because it is where everyone in my family hangs out and watched TV and mnemonics because of the paintings on the wall.,img/245609B8-19DC-4DD1-A848-F0C5937C2D11.jpeg,0,209,0,homeyness
113,2022-09-01 18:19:48.082753,189,,"Homeyness is qualities of a house that makes it a home. For example, by making part of my dorm room as an area that has a black dish folding chair, I give myself a space to relax and read except for just sleeping or working in my dorm.",img/2C1B801C-8984-48F0-9BC7-0DF552CCF57F.jpeg,0,201,0,homeyness
114,2022-09-01 18:24:16.705894,176,,"My mother is Colombian and Puerto Rican, and the butterflies add a hispanic cultural component and mnemonic as they were hand made in Mexico. My childhood friend painted the xoxo, which is another mnemonic. Also, the multiple light colors add variability.",img/IMG_3809.jpeg,0,201,0,homeyness
115,2022-09-01 18:29:36.347919,205,,"This corner of my room fits the mnemonic aspect of homeyness discussed during lectures. The pictures hanging remind me of home, the places I've been, and the people I was there with. The bobbleheads are brought from home as well, my favorite desktop toys.",img/IMG_2573.JPG,0,202,0,homeyness
116,2022-09-01 18:30:30.925028,203,,This plant I brought from home increases homeyness in my room at school.  It fits with the mnemonic aspect of homeyness because it reminds me of a good memory of when my mom bought it for me as a surprise because she knows I love plants.,img/Screen_Shot_2022-09-01_at_5.48.34_PM.png,0,207,0,homeyness
117,2022-09-01 18:36:01.723260,204,,"This window in my apartment fits in with the aspects of variable and embracing, as discussed in class. The window is embracing as it creates an intermediary between the indoors and outdoors. The window also creates texture and variability in lighting.",img/Screenshot_394.png,0,201,0,homeyness
118,2022-09-01 18:39:03.657930,208,,This is a bulletin board that me and my roommates have of our friends that creates an element of homeyness to us in our college house,img/Screen_Shot_2022-09-01_at_6.38.49_PM.png,0,207,0,homeyness
119,2022-09-01 18:42:41.295564,210,,This pillow fits the mnemonic aspect of homeyness. It was gifted to me by a very close friend from home and reminds me of her every time I see it. It encapsulates a very happy memory for me and helps make my room feel like home.,img/image.jpg,0,207,0,homeyness
120,2022-09-01 18:43:26.162008,207,,"This picture frame fits with the ¡°design element¡± aspect of homeyness. 
The tones of my room are white and turquoise/light blue. Therefore, the frame and pictures predominately had those colors in them.",img/IMG_3385.jpeg,0,209,0,homeyness
121,2022-09-01 18:50:01.332466,170,,These vintage posters are my wall are aesthetic as I enjoy the physical look of the colors. They feel more naturally aged than modern posters. There are also mnemonics because I picked them out with my roommate and they feel symbolic of our joint style.,img/Screen_Shot_2022-09-01_at_6.49.46_PM.png,0,208,0,homeyness
122,2022-09-01 18:52:50.212792,209,,"I feel that the records on my dresser add to the mnemonic and embracing aspects of homeyness. At home, music was a common thread throughout my friendships and home life. These two albums are symbolic and are welcoming to any like-minded listeners.",img/IMG_3478.jpeg,0,203,0,homeyness
123,2022-09-01 18:57:38.208256,199,,"I consider my toy rabbit as something that increases homeyness in my dorm. I believe it fits one aspect of homeyness covered in class: design elements. As I really love decorating my room with cute toys at home in China, this makes me just feel at home.",img/WechatIMG205.jpeg,0,219,0,homeyness
125,2022-09-01 19:13:23.247088,232,,"The plants are calming and remind me of nature, which reminds me of home (California). The elastic chair is very comfortable.",img/image.jpg,0,220,0,homeyness
126,2022-09-01 19:13:24.601112,232,,"The plants are calming and remind me of nature, which reminds me of home (California). The elastic chair is very comfortable.",img/image.jpg,0,220,0,homeyness
127,2022-09-01 19:14:15.711158,74,,"This collage of my hometown friends is engaging¨C it is a form of decoration, and it makes my room feel more inviting and friendly. It is also mnemonic¨C it gives an insight into my life and personality, and it is a marking of my past.",img/841DE4DB-C7B5-455E-8AA5-C47C6A0625DD.jpeg,0,209,0,homeyness
128,2022-09-01 19:17:39.969720,212,,"Some of the design elements that make this part of my room homey to me include the variable textures of the pillows, the diminutive nature of the corner, and the photos on the wall which invoke happy memories.",img/IMG_2733.jpeg,0,217,0,homeyness
129,2022-09-01 19:24:51.188940,231,,"The posters on my wall contribute to the homeyness of my room. They represent a mnemonic aspect of homeyness, as they feature my friends, family, and interests. They also represent an aesthetic aspect, as I chose images that are visually appealing to me.",img/IMG_5386.jpg,0,201,0,homeyness
130,2022-09-01 19:24:50.642630,233,,This feature in my dorm room fits with two aspects of homeyness covered in class which are embracing and aesthetic.,img/0F0546F6-7EB6-4489-A4E1-89506401CADE.jpeg,0,209,0,homeyness
131,2022-09-01 19:25:56.929820,105,,The pottery piece from my room increases the homeyness of my dorm. This particular item fits with the mnemonic aspect of homeyness because it reminds me of the memories that I made in my hometown with my best friend and make me feel more comfortable.,img/E70049F1-C8C7-4435-B401-314DF73D81D6.jpeg,0,217,0,homeyness
132,2022-09-01 19:30:39.774728,192,,The bulletin board that hangs above my desk increases homeyness for me because the photographs of my friends and family that are posted can be associated with the mnemonic design element of homeyness as they remind me of my most cherished memories.,img/20220901_171504.jpg,0,215,0,homeyness
133,2022-09-01 19:43:44.323486,237,,"The couch in the living room of my townhouse represents a diminutive aspect because it is a cozy and intimate space for my suite-mates and I hang out and talk about our day.  Also, it is an engaging aspect because we watch Netflix together on the couch.",img/Screen_Shot_2022-09-01_at_7.37.06_PM.png,0,215,0,homeyness
134,2022-09-01 19:52:44.314265,236,,This photo of my bed sheets applies to the mnemonic and cultural/ethnicity aspects of homeyness. The sheets remind me of my grandpa and the sheets were made in Guatemala and this also helps me feel at home as culture is something important to my identity.,img/IMG-2592.jpg,0,203,0,homeyness
135,2022-09-01 19:55:41.924152,180,,"The poster of the show ""It's Always Sunny in Philadelphia"" hangs in the living room of my ctown home shared with my best friends. It represents a mnemonic design element of homeyness as it was integral to our group friendship over the past 3 years.",img/IMG_8837.jpg,0,202,0,homeyness
